Product_Code,Product_Label
210330,Mustard flour and meal and prepared mustard
B_BL,"Sugar crops, sugar and derived products"
B_BL01,Sugar crops
121291,"Sugar beet; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground"
121293,"Sugar cane; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground"
B_BL02,Sugar
B_BL03,Molasses
170112,"Sugars; beet sugar, raw, in solid form, not containing added flavouring or colouring matter"
170113,"Sugars; cane sugar, raw, in solid form, as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter"
170114,"Sugars; cane sugar, raw, in solid form, other than as specified in Subheading Note 2 to this chapter, not containing added flavouring or colouring matter"
170191,"Sugars; sucrose, chemically pure, in solid form, containing added flavouring or colouring matter"
170199,"Sugars; sucrose, chemically pure, in solid form, not containing added flavouring or colouring matter"
170211,"Sugars; lactose and lactose syrup, containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter"
170219,"Sugars; lactose and lactose syrup, containing by weight less than 99% lactose, expressed as anhydrous lactose, calculated on the dry matter"
170220,"Sugars; maple sugar, chemically pure, in solid form; maple syrup, not containing added flavouring or colouring matter"
170230,"Sugars; glucose and glucose syrup, not containing fructose or containing in the dry state less than 20% by weight of fructose, the syrup not containing added flavouring or colouring matter"
170240,"Sugars; glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar, the syrup not containing added flavouring or colouring matter"
170250,"Sugars; fructose, chemically pure, in solid form"
170260,"Sugars; fructose, other than chemically pure fructose, and fructose syrup (containing in the dry state more than 50% by weight of fructose), excluding invert sugar"
170290,"Sugars; n.e.c. in heading no. 1702, including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose"
B_BL04,Sugar confectionery
170310,"Sugars; molasses, from sugar cane, resulting from the extraction or refining of sugar"
170390,"Sugars; molasses, from sugar beet, resulting from the extraction or refining of sugar"
170410,"Sugar confectionery; chewing gum, whether or not sugar-coated, not containing cocoa"
170490,"Sugar confectionery; (excluding chewing gum, including white chocolate), not containing cocoa"
B_BM,Beverages
B_BM01,Non-alcoholic beverages
B_BM02,Alcoholic beverages
220291,Non-alcoholic beverages; non-alcoholic beer
220299,"Non-alcoholic beverages; other than non-alcoholic beer, n.e.c. in item no. 2202.10, not including fruit or vegetable juices of heading no. 2009"
220300,Beer; made from malt
220410,Wine; sparkling
220421,"Wine; still, in containers holding 2 litres or less"
220422,"Wine; still, in containers holding more than 2 litres but not more than 10 litres"
220429,"Wine; still, in containers holding more than 10 litres"
220430,"Grape must; n.e.c. in heading no. 2009, n.e.c. in item no. 2204.2"
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding 2 litres or less"
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding more than 2 litres"
220600,"Beverages, fermented; (e.g. cider, perry, mead, sake)"
220720,"Ethyl alcohol and other spirits; denatured, of any strength"
220820,Spirits obtained by distilling grape wine or grape marc
220830,Whiskies
220840,Rum and other spirits obtained by distilling fermented sugar-cane products
220850,Gin and geneva
220860,Vodka
220870,Liqueurs and cordials
220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208"
B_BN,Miscellaneous food products
B_BN01,Hop cones and lupulin
121010,Hop cones; neither ground nor powdered nor in the form of pellets
121020,"Hop cones; ground, powdered or in the form of pellets; lupulin"
B_BN02,Yeasts
B_BN03,Vinegar and substitutes
210210,Yeasts; active
210220,"Yeasts; inactive, other single-cell micro-organisms, dead"
B_BN04,Mixed preparations
220900,Vinegar and substitutes for vinegar; obtained from acetic acid
190110,"Food preparations; of flour, meal, starch, malt extract or milk products, suitable for infants or young children, put up for retail sale"
190120,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares"
190190,"Food preparations; of flour, meal, starch, malt extract or milk products, for uses n.e.c. in heading no. 1901"
210390,Sauces and preparations therefor; mixed condiments and mixed seasonings
210410,Soups and broths and preparations therefor
210420,Homogenised composite food preparations
210610,Protein; concentrates and textured protein substances
210690,Food preparations; n.e.c. in item no. 2106.10
B_C,Agricultural inputs
B_CA,Bovine semen
051110,Animal products; bovine semen
B_CB,"Seeds, fruits and spores of a kind used for sowing"
B_CB01,Seeds of vegetables
070110,"Vegetables; seed potatoes, fresh or chilled"
120991,"Seeds; vegetable seeds, of a kind used for sowing"
B_CB02,Seeds of cereals
100111,"Cereals; wheat and meslin, durum wheat, seed"
100191,"Cereals; wheat and meslin, other than durum wheat, seed"
100210,"Cereals; rye, seed"
100310,"Cereals; barley, seed"
100410,"Cereals; oats, seeds"
100510,"Cereals; maize (corn), seed"
100710,"Cereals; grain sorghum, seed"
100821,"Cereals; millet, seed"
B_CB03,Seeds of oil-bearing crops
120110,"Soya beans; seed, whether or not broken"
120230,"Ground-nuts; seed, not roasted or otherwise cooked, whether or not shelled or broken"
120721,"Oil seeds; cotton seeds, seed, whether or not broken"
B_CB04,Seeds of sugar crops
120910,"Seed; sugar beet seeds, of a kind used for sowing"
B_CB05,Seeds of forage plants
120921,"Seeds of forage plants; lucerne (alfalfa) seeds, of a kind used for sowing"
120922,"Seeds of forage plants; clover (Trifolium spp.) seeds, of a kind used for sowing"
120923,"Seeds of forage plants; fescue seeds, of a kind used for sowing"
120924,"Seeds of forage plants; Kentucky blue grass (Poa pratensis L.) seeds, of a kind used for sowing"
120925,"Seeds of forage plants; rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds, of a kind used for sowing"
120929,"Seeds of forage plants; other than lucerne, clover, fescue, Kentucky blue grass, and rye grass seeds, of a kind used for sowing"
B_CB06,Seeds of herbaceous plants cultivated principally for their flowers
120930,"Seeds of herbaceous plants; cultivated principally for their flowers, of a kind used for sowing"
B_CB07,"Other seeds, fruits and spores of a kind used for sowing"
120999,"Seeds; n.e.c. in heading 1209, of a kind used for sowing"
B_CC,Straw and husks
121300,"Cereal straw and husks; unprepared, whether or not chopped, ground, pressed or in the form of pellets"
B_CD,Feed
B_CD01,Forage plants and products
121410,Lucerne (alfalfa) meal and pellets
121490,"Forage products including swedes, mangolds, fodder roots, hay, sainfoin, clover, forage kale, lupines, vetches etc., pelletised or otherwise"
B_CD02,"Flours, meals and pellets, unfit for human consumption"
B_CD03,Cereals and derived products
230110,"Flours, meals and pellets; of meat or meat offal, greaves"
230120,"Flours, meals and pellets; of fish or of crustaceans, molluscs or other aquatic invertebrates"
B_CD04,Residues from cereal processing
230210,"Bran, sharps and other residues; of maize (corn), whether or not in the form of pellets, derived from the sifting, milling or other workings thereof"
230230,"Bran, sharps and other residues; of wheat, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof"
230240,"Bran, sharps and other residues; of other cereals, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof"
230250,"Bran, sharps and other residues; of leguminous plants, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof"
B_CD05,Residues from sugar processing
230310,Residues of starch manufacture and similar residues; whether or not in the form of pellets
230330,Brewing or distilling dregs and waste; whether or not in the form of pellets
B_CD06,Residues from the processing of oil-bearing crops
230320,"Beet-pulp, bagasse and other waste of sugar manufacture; whether or not in the form of pellets"
B_CD07,"Vegetable residues, waste and by-products"
230400,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil"
230500,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil"
230610,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of cotton seed oils"
230620,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of linseed oils"
230630,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of sunflower seed oils"
230641,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of low erucic acid rape or colza seed oils"
230649,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of rape seed oils (other than low erucic acid rape or colza)"
230650,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of coconut or copra seed oils"
230660,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of palm nuts or kernels oils"
230690,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of oils, n.e.c. in heading no. 2306"
B_CD08,Preparations
230800,"Vegetable materials and vegetable waste, vegetable residues and by-products; whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included"
230990,"Dog or cat food; (not put up for retail sale), used in animal feeding"
B_CE,Natural fertilizers
310100,"Fertilizers, animal or vegetable; whether or not mixed together or chemically treated; fertilizers, produced by the mixing or chemical treatment of animal or vegetable products"
B_D,Natural ingredients
B_DA,Medicinal plants
121120,"Ginseng roots, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered"
121130,"Coca leaf; of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered"
121140,"Poppy straw; of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered"
121150,"Ephedra, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered"
121190,"Plants and parts (incl. seeds and fruits) n.e.c. in heading no.1211, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered"
B_DB,Vegetable saps and extracts
B_DB01,"Lac, natural gums, resins, gum-resins and oleoresins"
130120,Gum Arabic
130190,"Natural gums, resins, gum-resins and oleoresins, n.e.c. in heading no. 1301"
B_DB02,Other vegetable saps and extracts
130211,Vegetable saps and extracts; opium
130212,Vegetable saps and extracts; of liquorice
130213,Vegetable saps and extracts; of hops
130214,Vegetable saps and extracts; of ephedra
130219,Vegetable saps and extracts; n.e.c. in item no. 1302.1
